X1,X2,y
-8.853772589201744925e-01,-4.878020148004431622e-01,0.000000000000000000e+00
-1.432586444381191759e+00,-6.822772610369673973e-01,0.000000000000000000e+00
-4.577567847693928549e-01,-7.115627921605389705e-01,0.000000000000000000e+00
-2.012087861425007063e-01,-1.334842590350762359e+00,0.000000000000000000e+00
-1.276293390609995138e+00,-1.074080846291523894e+00,0.000000000000000000e+00
-9.121699556667737241e-01,-1.093880367826070232e+00,0.000000000000000000e+00
2.598562365436762889e-04,-3.255706097095124596e-01,0.000000000000000000e+00
-4.865267074665126090e-01,-1.107968008013731520e+00,0.000000000000000000e+00
-1.061070310137343320e+00,-7.480938622446344777e-01,0.000000000000000000e+00
-2.183496323903417746e+00,-2.048268931560411676e+00,0.000000000000000000e+00
-1.123536086772882747e+00,-1.181201645163987957e+00,0.000000000000000000e+00
1.454291393282376443e-01,1.248915797165903729e-01,0.000000000000000000e+00
-1.989642240669624140e+00,-8.162310480316592454e-02,0.000000000000000000e+00
-1.002986502015205117e+00,-7.694089350249675441e-01,0.000000000000000000e+00
-5.268371824232387368e-01,-1.432091297779001460e+00,0.000000000000000000e+00
-1.967325506167643123e+00,-1.384880683555819836e+00,0.000000000000000000e+00
-1.115776564201732324e+00,-1.820185057735727030e+00,0.000000000000000000e+00
-1.286969724271854298e+00,-2.372838888283388403e+00,0.000000000000000000e+00
-2.195549154756876398e+00,-4.988295228831978179e-01,0.000000000000000000e+00
-1.946646396721939398e-01,-6.333169748215154993e-01,0.000000000000000000e+00
-8.639592602740348015e-01,-1.253949824996619888e+00,0.000000000000000000e+00
-1.091694684667948723e-01,-5.606081654875860742e-02,0.000000000000000000e+00
-5.549542072453297337e-01,-1.881110878973399902e-01,0.000000000000000000e+00
-1.056348301410438228e+00,1.442257262589281552e-01,0.000000000000000000e+00
-4.118872143444481937e-01,-6.613549920882266786e-01,0.000000000000000000e+00
-1.004571576389447607e+00,-1.957994976187384495e+00,0.000000000000000000e+00
-1.640821323902818873e+00,-6.283129002125111828e-01,0.000000000000000000e+00
-1.205084793582372749e-01,2.250829249008856614e-02,0.000000000000000000e+00
-1.456547430710611657e+00,-8.509500382950954123e-01,0.000000000000000000e+00
2.432005565181372120e-01,-7.796207378548336564e-01,0.000000000000000000e+00
-1.423806463781647214e+00,-1.193763125079450704e+00,0.000000000000000000e+00
-1.282372383344740241e+00,-1.014014754203707236e+00,0.000000000000000000e+00
-6.876434193861211686e-01,-5.077404791461878064e-01,0.000000000000000000e+00
-8.967168988909555161e-01,-1.450051127962110664e+00,0.000000000000000000e+00
-2.287321787678223473e+00,-1.920292385362989407e+00,0.000000000000000000e+00
-5.494974656794744394e-01,-4.093322725323367273e-02,0.000000000000000000e+00
-7.282071038161155307e-01,-1.185339913459595440e-01,0.000000000000000000e+00
-1.367585493025123000e+00,-2.003283283325736797e+00,0.000000000000000000e+00
-1.729810369740021336e+00,-1.410071638608597411e+00,0.000000000000000000e+00
-2.220962112605686656e+00,-7.517125860013202931e-01,0.000000000000000000e+00
-5.629056715911701092e-01,-1.146747193989333002e+00,0.000000000000000000e+00
-1.577942018781185451e-01,-7.897181313452926732e-01,0.000000000000000000e+00
-1.086513605268343063e+00,-8.222584218702162495e-01,0.000000000000000000e+00
-1.484059179186426158e+00,-8.433257896307734258e-01,0.000000000000000000e+00
-1.570643350365618751e+00,-4.447406955705676124e-01,0.000000000000000000e+00
-1.896943894049026191e+00,2.100900821646745076e-01,0.000000000000000000e+00
-1.038174100598200367e+00,-1.702125488813421850e+00,0.000000000000000000e+00
-5.533122171588933380e-01,-1.795906913106283254e-01,0.000000000000000000e+00
-1.144328835626114316e+00,-5.912664310656063904e-01,0.000000000000000000e+00
-1.251764637749917197e+00,-1.308177670918409641e+00,0.000000000000000000e+00
8.766772691771262949e-02,-1.085727887733663577e+00,0.000000000000000000e+00
-1.067520018735152121e+00,-4.041563651097682675e-01,0.000000000000000000e+00
-6.441870127660506151e-01,-1.609132121501309909e+00,0.000000000000000000e+00
-1.251687996894071508e+00,-9.532224379552586280e-01,0.000000000000000000e+00
-5.366403665769218234e-01,-4.175654115327218641e-01,0.000000000000000000e+00
-5.917662493690784009e-01,-1.477107235110625361e+00,0.000000000000000000e+00
1.005521056222993037e+00,1.428860770064004138e+00,1.000000000000000000e+00
7.673940233920216736e-01,2.048877536154054546e+00,1.000000000000000000e+00
1.451822113431899819e+00,-1.782582656814148958e-01,1.000000000000000000e+00
8.942894699481864773e-01,1.503687416331478843e+00,1.000000000000000000e+00
2.187450169642716880e+00,2.796862810500205576e+00,1.000000000000000000e+00
1.102059300426956323e+00,1.777546062162008500e+00,1.000000000000000000e+00
6.878876922129049110e-01,1.816677801421608063e+00,1.000000000000000000e+00
1.480463315570428540e+00,1.107431714680461532e+00,1.000000000000000000e+00
1.365490110761925502e+00,4.510709852428550493e-01,1.000000000000000000e+00
1.318854665109355562e+00,7.445647705563029906e-01,1.000000000000000000e+00
-1.092559174493610730e+00,1.646181775721484941e+00,1.000000000000000000e+00
-3.059917495026587275e-02,7.813948326938843225e-01,1.000000000000000000e+00
1.700947409709458125e+00,1.142550095669988774e+00,1.000000000000000000e+00
5.445626702189863000e-01,6.206198145045709325e-01,1.000000000000000000e+00
1.686386457687311324e+00,8.400276950614986582e-01,1.000000000000000000e+00
1.515924777674685142e+00,6.517433248442221494e-01,1.000000000000000000e+00
7.206756064606101297e-01,7.745969346073310335e-01,1.000000000000000000e+00
-2.285864666717318805e-02,2.513890209923522079e+00,1.000000000000000000e+00
2.270303957074964352e+00,-1.258770658888619387e-01,1.000000000000000000e+00
1.721664163436305461e+00,9.386278584472602660e-01,1.000000000000000000e+00
1.424424359132447915e+00,4.867011754666719092e-01,1.000000000000000000e+00
1.036551041701468057e+00,1.634060048081221739e+00,1.000000000000000000e+00
1.580553159181199430e+00,1.603432976792423803e-01,1.000000000000000000e+00
1.027948111608883108e+00,4.659852409214252367e-01,1.000000000000000000e+00
1.123919283155874194e-01,2.201305556098485106e+00,1.000000000000000000e+00
2.101435410613692323e+00,6.095373963984402899e-01,1.000000000000000000e+00
1.443875385926286503e-01,2.655356613337829685e+00,1.000000000000000000e+00
1.711328343875211377e+00,-8.641444385064711575e-02,1.000000000000000000e+00
-2.359394916475210380e-02,1.475435538172543914e+00,1.000000000000000000e+00
1.037447364213423207e+00,1.562581593453970186e+00,1.000000000000000000e+00
1.525325391053767188e+00,4.285664664053492334e-01,1.000000000000000000e+00
2.520815990725530753e+00,-1.314303245715210622e+00,1.000000000000000000e+00
6.661569850884359045e-01,3.673143182260518724e-01,1.000000000000000000e+00
-5.196389252456887764e-01,1.411856177332956985e+00,1.000000000000000000e+00
1.310969436991505033e+00,7.903017787090103052e-01,1.000000000000000000e+00
-4.087757966333060988e-01,1.296561756839800683e+00,1.000000000000000000e+00
3.158262916351334271e-01,1.692100203346783349e+00,1.000000000000000000e+00
1.759640254744839538e+00,5.983035572644079814e-01,1.000000000000000000e+00
6.497716990039195117e-01,8.853023071263534938e-01,1.000000000000000000e+00
8.094732152459471752e-01,8.920641560114775936e-01,1.000000000000000000e+00
1.189284340416104868e+00,1.323599874670514653e+00,1.000000000000000000e+00
-4.177040834287351068e-01,1.458896320901972299e+00,1.000000000000000000e+00
-1.017959916236601980e+00,1.505879208659535173e+00,1.000000000000000000e+00
1.317651547511790255e+00,1.138057001088616849e+00,1.000000000000000000e+00
5.925924822120857138e-01,9.250665437966112403e-01,1.000000000000000000e+00
9.321883428153522333e-01,6.859347752649775920e-01,1.000000000000000000e+00
1.677722369609439657e+00,9.803765849236258934e-01,1.000000000000000000e+00
5.204240578356863489e-01,9.428504775899464452e-01,1.000000000000000000e+00
5.868061290723036727e-01,1.651227056258221193e+00,1.000000000000000000e+00
7.629584871351322573e-01,1.724749916677270178e+00,1.000000000000000000e+00
1.273482878486250858e+00,2.926027536049472522e-01,1.000000000000000000e+00
7.942905283734651434e-01,1.678500246235336668e+00,1.000000000000000000e+00
1.057806249909486018e+00,1.033075150412315235e+00,1.000000000000000000e+00
1.500864033960591648e-02,1.526762132249601445e+00,1.000000000000000000e+00
5.980239468271217884e-01,1.245358298052482882e+00,1.000000000000000000e+00
1.554336381451795646e+00,1.296772508337124430e+00,1.000000000000000000e+00
8.267480297321748717e-01,1.803393824709771165e+00,1.000000000000000000e+00
2.358030750579324097e-01,1.780466430712078107e+00,1.000000000000000000e+00
4.763853832328905913e-01,1.283283020533460217e+00,1.000000000000000000e+00
7.578164113491374643e-01,1.141375212212740742e+00,1.000000000000000000e+00
1.173119738035985238e+00,1.287886911543116852e+00,1.000000000000000000e+00
2.294443991473759326e+00,1.326312223035459592e+00,1.000000000000000000e+00
1.124914681565563068e+00,-6.542113686187733812e-02,1.000000000000000000e+00
6.214620104230560438e-01,1.991757275483373668e+00,1.000000000000000000e+00
8.741229061150687096e-01,1.612591432493886145e+00,1.000000000000000000e+00
6.597401647171416972e-01,6.452495876675725661e-01,1.000000000000000000e+00
6.928898154427577394e-01,7.825829782820982183e-01,1.000000000000000000e+00
3.661563069531100778e-01,1.519933535147958814e+00,1.000000000000000000e+00
1.363898526452068660e+00,3.871570710621520250e-01,1.000000000000000000e+00
5.373768766696037646e-01,1.025963962358792614e+00,1.000000000000000000e+00
1.580811797125463602e+00,6.079475052329168516e-01,1.000000000000000000e+00
6.587375745442558550e-01,9.485859303185656399e-01,1.000000000000000000e+00
1.368542573980865651e+00,8.112025345940543364e-01,1.000000000000000000e+00
1.311589873840480980e+00,-4.018066255506071993e-01,1.000000000000000000e+00
1.342369606876089305e+00,4.922949403488324771e-01,1.000000000000000000e+00
1.387467609472211816e+00,1.755338402121626729e+00,1.000000000000000000e+00
4.306577979428448666e-01,1.445454349464105004e+00,1.000000000000000000e+00
6.229721869798180434e-01,6.004719063549546210e-01,1.000000000000000000e+00
8.991555088289756581e-01,8.772504709157051828e-01,1.000000000000000000e+00
4.886919581707220850e-01,8.705377082601588601e-01,1.000000000000000000e+00
1.286377687081758481e+00,1.900876769746850048e+00,1.000000000000000000e+00
1.219925652515803094e+00,1.091238909417297398e+00,1.000000000000000000e+00
4.363132877438892221e-01,1.252902671101845611e+00,1.000000000000000000e+00
8.723021157333434861e-01,1.137451915969988514e+00,1.000000000000000000e+00
6.428286388755595215e-01,7.584005572589171962e-01,1.000000000000000000e+00
1.178373494201979899e+00,1.207374323484695866e+00,1.000000000000000000e+00
5.130158573480150253e-01,2.230032129438112243e+00,1.000000000000000000e+00
-5.710323538027131107e-01,1.976647487439059825e+00,1.000000000000000000e+00
5.549362051601112178e-01,1.587079901816868865e+00,1.000000000000000000e+00
-6.085574660129822178e-01,1.982452306423279298e+00,1.000000000000000000e+00
1.264642368030895136e+00,2.710700852403239436e-01,1.000000000000000000e+00
2.052889611284645976e+00,-4.601376999155468717e-01,1.000000000000000000e+00
1.507356202210386353e+00,6.091383238686991497e-01,1.000000000000000000e+00
1.524452279587438452e+00,1.928823403397185832e+00,1.000000000000000000e+00
2.142878494784901111e-01,1.338844500372176505e+00,1.000000000000000000e+00
1.722028763292895448e+00,6.590101884920742670e-01,1.000000000000000000e+00
2.490381428445109346e+00,9.282604314387913336e-01,1.000000000000000000e+00
1.205228659376695877e-01,1.516055236652824822e+00,1.000000000000000000e+00
2.537856571131736239e+00,5.108484604748522173e-01,1.000000000000000000e+00
1.547166882479547256e+00,1.411641509907873182e+00,1.000000000000000000e+00
